stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
9205349,,Karl-Marx-Hof,,53.2486200,12.3914080,,,0,
9205350,,"Karstedtshof, Ortsmitte",,53.1006830,12.4677260,,,0,
9205351,,"Karwe (OPR), Ortsmitte",,52.8645250,12.8593980,,,0,
9205352,,"Karwesee, Anger",,52.7584510,12.7894200,,,0,
9205353,,"Karwesee, Ausbau",,52.7606820,12.7753880,,,0,
9205354,,"Katerbow, Dorfplatz",,52.9892970,12.6569960,,,0,
9205355,,"Katerbow, Siedlung",,52.9892110,12.6675830,,,0,
9205356,,"Keller, Ausbau",,52.9807940,13.0428880,,,0,
9205357,,"Keller, Kirche",,52.9816510,13.0342130,,,0,
9205358,,Kerzlin,,52.8881360,12.6445890,,,0,
9205359,,Klein Haßlow,,53.1757670,12.5259890,,,0,
9205360,,"Kleinzerlang, Kirche",,53.1871690,12.9163000,,,0,
9205361,,"Kleinzerlang, Kita",,53.1857580,12.9116330,,,0,
9205362,,Klosterheide,,52.9932230,12.9717740,,,0,
9205363,,Klosterhof,,52.9458840,12.3562350,,,0,
9205364,,"Königsberg, Dorfplatz",,53.0657290,12.4367800,,,0,
9205365,,"Königsberg, Schule",,53.0600960,12.4340830,,,0,
9205366,,"Königsberg, Wohnblock",,53.0700840,12.4400920,,,0,
9205367,,"Koppenbrück, Ausbau",,52.8476530,12.3576260,,,0,
9205368,,Köpernitz (OPR),,53.0603320,12.9404240,,,0,
9205369,,Köritz,,52.8433030,12.4454210,,,0,
9205370,,Kötzlin,,52.9054410,12.2319190,,,0,
9205371,,Koppenbrück,,52.8432340,12.3415160,,,0,
9205372,,"Kränzlin, Dorf",,52.9305620,12.7454970,,,0,
9205373,,Krangen,,52.9856980,12.8515580,,,0,
9205374,,Krüllenkempe,,52.8757210,12.3312560,,,0,
9205375,,Küdow,,52.8654620,12.6802910,,,0,
9205376,,"Kümmernitz, Gaststätte",,52.8638360,12.2172640,,,0,
9205377,,"Kümmernitz, Kreuzung",,52.8582600,12.2199090,,,0,
9205378,,Kuhburgsberg,,52.9576980,12.7998030,,,0,
9205379,,Kuhhorst,,52.7198110,12.8551870,,,0,
9205380,,Kuhlmühle,,53.2232130,12.6527880,,,0,
9205381,,Kunsterspring,,53.0301960,12.7603180,,,0,
9205382,,"Kyritz, Eichenweg",,52.9415250,12.4195810,,,0,
9205383,,"Kyritz, Holzhausener Str.",,52.9347760,12.3935180,,,0,
9205384,,"Kyritz, Kuckucksweg",,52.9379220,12.4296150,,,0,
9205385,,"Kyritz, Kühlhaus",,52.9305600,12.3912340,,,0,
9205386,,"Kyritz, Seestr.",,52.9401430,12.4112680,,,0,
9205388,,"Kyritz, Prignitz-Center",,52.9429790,12.3857090,,,0,
9205389,,"Kyritz, Rehfelder Weg",,52.9463190,12.3839090,,,0,
9205390,,"Kyritz, Birkenwäldchen",,52.9383590,12.4253360,,,0,
9205392,,"Kyritz, Untersee",,52.9382970,12.4423960,,,0,
9205393,,"Kyritz, Waldschlößchen",,52.9375470,12.4363640,,,0,
9205394,,"Langen, Kirche",,52.8397580,12.8004820,,,0,
9205395,,"Langen, Neubau",,52.8408130,12.8131010,,,0,
9205396,,Leddin,,52.8864940,12.4043710,,,0,
9205397,,"Lentzke, Kirche",,52.8014700,12.7036670,,,0,
9205398,,"Lentzke, Siedlung",,52.8085500,12.7306230,,,0,
9205399,,Lichtenberg (OPR),,52.8869400,12.8725590,,,0,
9205400,,"Lindow (Mark), Bahnhof",,52.9633050,12.9830240,,,0,
9205401,,"Lindow (Mark), Brücke",,52.9651490,12.9838700,,,0,
9205402,,"Lindow (Mark), Kirche",,52.9678240,12.9853150,,,0,
9205403,,"Lindow (Mark), Markt",,52.9740140,12.9876740,,,0,
9205404,,"Lindow (Mark), Rheinsberger Str.",,52.9788790,12.9839290,,,0,
9205405,,"Lindow (Mark), Schule",,52.9701860,12.9918880,,,0,
9205406,,Linow,,53.1008770,12.8279440,,,0,
9205407,,Linowsee,,53.0954840,12.8460230,,,0,
9205408,,"Lindow (Mark), Sportschule",,52.9787080,13.0064800,,,0,
9205409,,"Langen, Dorfstr.",,52.8394170,12.7963350,,,0,
9205410,,"Hakenberg, Friedhof",,52.7774410,12.8312280,,,0,
9205411,,"Lögow, Lindenstr.",,52.9100410,12.5899610,,,0,
9205412,,"Lögow, Dorf",,52.9112210,12.5877030,,,0,
9205413,,"Lögow, Schule",,52.9123400,12.5939020,,,0,
9205414,,Lohm,,52.8606650,12.3165610,,,0,
9205415,,Lüchfeld,,52.8730880,12.6808710,,,0,
9205416,,Luhme,,53.1842600,12.8416220,,,0,
9205417,,"Küdow, Ortsmitte",,52.8636990,12.6821790,,,0,
9205418,,"Manker, Gaststätte",,52.8439130,12.6676650,,,0,
9205419,,"Manker, Kirche",,52.8453790,12.6769790,,,0,
9205420,,"Garz (OPR), Schäferei",,52.8426620,12.6534580,,,0,
9205421,,Maulbeerwalde,,53.1778580,12.3482710,,,0,
9205422,,"Schönberg (bei Kyritz), Wulkower Str.",,52.9732450,12.5134460,,,0,
9205423,,"Mechow (OPR), B 5",,52.9616020,12.3401880,,,0,
9205424,,"Metzelthin (OPR), Abzweig",,52.8772180,12.5118340,,,0,
9205425,,"Metzelthin (OPR), Ortsmitte",,52.8758400,12.5227640,,,0,
9205426,,Michaelisbruch,,52.7834950,12.5132080,,,0,
9205427,,Möckern,,53.1126800,12.8076960,,,0,
9205428,,Molchow,,52.9792260,12.8290390,,,0,
9205429,,"Nackel, Läsikow",,52.8269740,12.5860300,,,0,
9205430,,"Nackel, Ortsmitte",,52.8253440,12.5740510,,,0,
9205431,,"Netzeband, Abzweig",,52.9997640,12.6474440,,,0,
9205432,,"Netzeband, Kirche",,52.9970980,12.6351760,,,0,
9205433,,Neu Biesen,,53.2013570,12.4519870,,,0,
9205434,,"Neuglienicke, Forsthaus",,53.0588180,12.7343620,,,0,
9205435,,"Neuglienicke, Kreuzung",,53.0632220,12.7585730,,,0,
9205436,,"Neu Lutterow, Abzweig",,53.1586150,12.7181550,,,0,
9205438,,Neuendorf (OPR),,52.8674660,12.3725190,,,0,
9205439,,Neuhof (OPR),,52.8406240,12.3205710,,,0,
9205441,,"Neuruppin, Altruppiner Allee",,52.9482790,12.8274800,,,0,
9205442,,"Neuruppin, Artur-Becker-Str.",,52.9141540,12.7966360,,,0,
9205443,,"Neuruppin, Betriebshof ÖPNV",,52.9363930,12.8102080,,,0,
9205444,,"Neuruppin, Braschplatz",,52.9220330,12.8048540,,,0,
9205445,,"Neuruppin, Bücklingstr.",,52.8801160,12.8002900,,,0,
9205446,,"Neuruppin, Busbahnhof",,52.9255660,12.8085630,,,0,
9205447,,"Neuruppin, Eichendorffsiedlung",,52.9385260,12.8162120,,,0,
9205449,,"Neuruppin, Fehrbelliner Hof",,52.9218680,12.8013130,,,0,
9205450,,"Neuruppin, Fehrbelliner Str.",,52.9127010,12.8015890,,,0,
9205451,,"Neuruppin, Friedhof",,52.9362220,12.8154100,,,0,
9205452,,"Nackel, Segeletzer Str.",,52.8247140,12.5667290,,,0,
9205453,,"Neuruppin, Gentz-Str.",,52.9399640,12.8097240,,,0,
9205454,,"Neuruppin, Gildenhall Bhf",,52.9307740,12.8376600,,,0,
9205455,,"Neuruppin, Gildenhall Landbau",,52.9387780,12.8432290,,,0,
9205456,,"Neuruppin, Gildenhall Schule",,52.9268740,12.8288260,,,0,
9205457,,"Neuruppin, Gildenhaller Allee",,52.9253920,12.8350130,,,0,
9205459,,"Neuruppin, Gutshof",,52.9039900,12.8006410,,,0,
9205461,,"Neuruppin, Museum",,52.9253080,12.8029970,,,0,
9205462,,"Neuruppin, Junker-Str.",,52.9186210,12.7938190,,,0,
9205463,,"Neuruppin, Kränzliner Siedlung",,52.9218060,12.7824140,,,0,
9205464,,"Neuruppin, Kränzliner Str.",,52.9219870,12.7903120,,,0,
9205465,,"Neuruppin, Krankenhaus",,52.9062980,12.8009060,,,0,
9205466,,"Neuruppin, K.-Kurzbach-Platz",,52.9241080,12.8076730,,,0,
9205467,,"Neuruppin, Kreisverwaltung",,52.9208190,12.7903650,,,0,
9205470,,"Neuruppin, Nauener Str.",,52.8831710,12.7936910,,,0,
9205471,,"Neuruppin, Oberstufenzentrum",,52.9483090,12.8231210,,,0,
9205472,,"Neuruppin, Pestalozzischule",,52.9229410,12.7968720,,,0,
9205473,,"Neuruppin, Pfarrkirche",,52.9266510,12.8077060,,,0,
9205474,,"Neuruppin, Potsdamer Platz",,52.9218080,12.8323570,,,0,
9205475,,"Neuruppin, H.-Rau-Str.",,52.9168780,12.7910370,,,0,
9205476,,"Neuruppin, REIZ",,52.9163590,12.7880240,,,0,
9205477,,"Dechtow, Kirche",,52.7558860,12.8087180,,,0,
9205478,,"Neuruppin, H.-Riemschneider-Str.",,52.8758170,12.7955020,,,0,
9205479,,"Neuruppin, Schloßgarten",,52.9321190,12.8122840,,,0,
9205480,,"Neuruppin, Stadion",,52.9438290,12.8212950,,,0,
9205481,,"Neuruppin, Steinstr.",,52.9264910,12.8139780,,,0,
9205482,,"Neuruppin, Treskow",,52.8900490,12.8078120,,,0,
9205483,,"Neuruppin, E.-Dieckhoff-Str.",,52.8924550,12.8002500,,,0,
9205484,,"Neuruppin, Treskower Ring",,52.8933170,12.7936830,,,0,
9205485,,"Neuruppin, Wittstocker Allee",,52.9453810,12.8059130,,,0,
9205486,,"Neuruppin, Wohnkomplex III",,52.9120940,12.7916180,,,0,
9205487,,"Neuruppin, Wuthenower Landstr.",,52.9172260,12.8346770,,,0,
9205488,,"Neustadt (Dosse), Bahnhof",,52.8524650,12.4511260,,,0,
9205489,,"Neustadt (Dosse), Robert-Koch-Str.",,52.8637860,12.4273970,,,0,
9205490,,"Neustadt (Dosse), Schule",,52.8530660,12.4418240,,,0,
9205491,,"Neustadt (Dosse), Sportcasino",,52.8554200,12.4443720,,,0,
9205492,,Neu-Cölln,,53.2743550,12.3802060,,,0,
9205493,,"Niemerlang, Ausbau",,53.2603210,12.3350200,,,0,
9205494,,"Niemerlang, Kirche",,53.2478090,12.3488100,,,0,
9205495,,"Neuruppin, Ev. Schule",,52.9184790,12.8082520,,,0,
9205496,,"Nietwerder, Ortsmitte",,52.9227150,12.8527000,,,0,
9205497,,Nordhof,,52.7184250,12.8225280,,,0,
9205498,,Paalzow,,52.9244310,12.6528460,,,0,
9205500,,"Papenbruch, Ausbau",,53.1225860,12.4573290,,,0,
9205501,,Helenenhof,,52.8363300,12.2921080,,,0,
9205502,,"Papenbruch, Dorfteich",,53.1262660,12.4270420,,,0,
9205503,,"Papenbruch, Dossower Weg",,53.1258740,12.4383620,,,0,
9205504,,"Neuruppin, Trenckmannstr.",,52.9156700,12.8037400,,,0,
9205505,,"Papenbruch, Karstedtshofer Weg",,53.1187300,12.4528960,,,0,
9205506,,"Papenbruch, Kirche",,53.1268820,12.4305740,,,0,
9205507,,Pfalzheim,,53.0331930,12.6714970,,,0,
9205508,,Plänitz,,52.8773260,12.4073600,,,0,
9205509,,Prebelow,,53.1788500,12.8863130,,,0,
9205510,,"Protzen, Dorfstr.",,52.8401220,12.7358880,,,0,
9205511,,"Protzen, Schule",,52.8412230,12.7203980,,,0,
9205512,,"Wustrau-Radensleben, Bahnhof",,52.8590870,12.8948050,,,0,
9205513,,"Radensleben, Dorf",,52.8845630,12.9067090,,,0,
9205514,,"Rägelin, Kirche",,53.0145980,12.6477700,,,0,
9205515,,"Rägelin, Kita",,53.0096230,12.6471590,,,0,
9205516,,"Protzen, Stöffiner Str.",,52.8424060,12.7224650,,,0,
9205517,,"Rägelin, Schule",,53.0147760,12.6431540,,,0,
9205518,,Raminshof,,53.2122340,12.3730380,,,0,
9205519,,Randow,,53.1954410,12.5585050,,,0,
9205520,,"Rehfeld (OPR), Dorf",,52.9475240,12.3298270,,,0,
9205521,,Rheinsberg Glienicke,,53.0682700,12.7755790,,,0,
9205523,,"Rheinsberg, Ärztehaus",,53.1086770,12.8973970,,,0,
9205524,,"Rheinsberg, Bahnhof",,53.0930290,12.9001470,,,0,
9205525,,"Rheinsberg, Hohenelse",,53.1254540,12.8889480,,,0,
9205526,,"Rheinsberg, Hotel am See",,53.1155050,12.8939400,,,0,
9205527,,"Rheinsberg, Schloss",,53.0997390,12.8945980,,,0,
9205528,,"Rheinsberg, Schule",,53.0989250,12.9047190,,,0,
9205529,,"Rheinsberg, Untermühle",,53.0851360,12.9124440,,,0,
9205530,,Ribbeckshorst,,52.6939960,12.8073510,,,0,
9205531,,Roddahn,,52.8296020,12.3089320,,,0,
9205532,,Rohrlack,,52.8539270,12.6069840,,,0,
9205533,,"Rossow, Anger",,53.0478080,12.5655090,,,0,
9205535,,"Rossow, Dudel",,53.0511540,12.5610340,,,0,
9205537,,Rüdow,,52.9629260,12.3999800,,,0,
9205538,,Rüthnick,,52.8813520,12.9978500,,,0,
9205539,,Sandhorst,,52.7080650,12.8209710,,,0,
9205540,,"Scharfenberg (OPR), Bauhofweg",,53.1309960,12.4890920,,,0,
9205541,,"Scharfenberg (OPR), Dossower Str.",,53.1357830,12.4897590,,,0,
9205542,,"Scharfenberg (OPR), Ortsmitte",,53.1251850,12.4863220,,,0,
9205545,,"Schönberg (bei Kyritz), Neubau",,52.9657510,12.5217660,,,0,
9205546,,"Schönberg (bei Neuruppin), Ausbau",,52.9354990,12.9546550,,,0,
9205547,,"Schönberg (bei Neuruppin), Kreuzung",,52.9382940,12.9679540,,,0,
9205548,,Schönermark (OPR),,52.9018790,12.3217810,,,0,
9205549,,Schönfeld (OPR),,52.8205640,12.4557490,,,0,
9205550,,Schwanow,,53.0438170,12.8595180,,,0,
9205552,,"Schweinrich, Herzdorfer Str.",,53.1770080,12.6378920,,,0,
9205553,,"Schweinrich, Dorfstr.",,53.1784200,12.6292380,,,0,
9205554,,Sechzehneichen,,52.9625530,12.4809350,,,0,
9205555,,"Seebeck, Anger",,52.9389720,13.0242100,,,0,
9205556,,"Seebeck, Ausbau",,52.9494680,13.0095500,,,0,
9205557,,Seehof,,52.8746520,12.8470180,,,0,
9205558,,Segeletz,,52.8326950,12.5254650,,,0,
9205559,,Selenhorst,,52.7322350,12.8004780,,,0,
9205560,,"Sewekow, Schulstr.",,53.2489490,12.6573450,,,0,
9205561,,"Sewekow, Urlauber-Siedlung",,53.2469120,12.6698080,,,0,
9205562,,"Siebmannshorst, Ortsmitte",,53.1459430,12.5301670,,,0,
9205563,,"Siebmannshorst, Friedhof",,53.1520940,12.5370740,,,0,
9205564,,Siegrothsbruch,,52.7604850,12.4133330,,,0,
9205565,,"Sieversdorf (OPR), Ortsmitte",,52.8204940,12.3978530,,,0,
9205566,,Steinberge,,53.0393370,12.7599870,,,0,
9205567,,Stöffin,,52.8698870,12.7427180,,,0,
9205568,,Stöffiner Berg,,52.8589810,12.7771850,,,0,
9205570,,"Storbeck, Ausbau",,52.9642330,12.7610790,,,0,
9205571,,"Storbeck, Kirche",,52.9680840,12.7631410,,,0,
9205572,,Strubensee,,52.9597070,13.0185840,,,0,
9205573,,"Stüdenitz, Ausbau",,52.8900620,12.2829610,,,0,
9205574,,"Stüdenitz, Havelberger Str.",,52.8858100,12.2683740,,,0,
9205575,,"Stüdenitz, Kirche",,52.8894940,12.2800600,,,0,
9205576,,"Tarmow, Ausbau",,52.8014600,12.7974050,,,0,
9205577,,"Tarmow, Gaststätte",,52.7958750,12.8047460,,,0,
9205578,,"Teetz, Kirche",,53.0185330,12.5074270,,,0,
9205581,,"Tetschendorf, Schloß",,53.2440290,12.3568830,,,0,
9205582,,"Tetschendorf, Waldsiedlung",,53.2401080,12.3548580,,,0,
9205583,,"Tornow (OPR), Kreuzung",,52.9598690,12.5062190,,,0,
9205584,,Tramnitz,,52.9579300,12.5243350,,,0,
9205585,,Trieplatz,,52.9288210,12.5411880,,,0,
9205586,,Vichel,,52.8350400,12.6238140,,,0,
9205587,,Vielitz,,52.9334580,13.0133570,,,0,
9205588,,Voigtsbrügge,,52.8410180,12.2458810,,,0,
9205589,,"Volkwig, Dorf",,53.2103330,12.3968060,,,0,
9205591,,"Volkwig, Volkwiger Str.",,53.2116730,12.3883010,,,0,
9205592,,Vollmersdorf,,52.9185390,12.3409200,,,0,
9205594,,"Wahlendorf, Post",,52.9607340,12.7064310,,,0,
9205595,,Waisenkrug,,52.9724670,12.7450280,,,0,
9205596,,"Walchow, Abzweig",,52.8386880,12.7747440,,,0,
9205597,,"Walchow, Kirche",,52.8398870,12.7574620,,,0,
9205599,,Wall,,52.8214860,12.9617200,,,0,
9205600,,Wallitz,,53.1224270,12.7757930,,,0,
9205601,,"Walsleben, Amt Temnitz",,52.9467670,12.6915940,,,0,
9205602,,"Walsleben, Kirche",,52.9379840,12.6653800,,,0,
9205603,,"Walsleben, Schule",,52.9413430,12.6690020,,,0,
9205604,,"Werder (bei Neuruppin), Dorfstr.",,52.9222650,12.7003030,,,0,
9205605,,"Wernikow, Ausbau",,53.2085160,12.4105740,,,0,
9205607,,"Walsleben, Am Brink",,52.9392610,12.6685240,,,0,
9205608,,"Wernikow, Dorf",,53.2079160,12.4327940,,,0,
9205609,,"Wildberg, Markt",,52.8775790,12.6309750,,,0,
9205610,,"Wildberg, Schule",,52.8794180,12.6298440,,,0,
9205611,,Wilhelmsgrille,,52.9333970,12.3268490,,,0,
9205613,,"Wittstock (Dosse), Abzweig A.-Wegener-Str.",,53.1548920,12.4771950,,,0,
9205615,,"Wittstock (Dosse), August-Bebel-Platz",,53.1681970,12.4845950,,,0,
9205616,,"Wittstock (Dosse), A.-Wegener-Str.",,53.1537410,12.4774960,,,0,
9205617,,"Wittstock (Dosse), Bahnhof",,53.1608260,12.4787860,,,0,
9205618,,"Wittstock (Dosse), Bahnhofplatz",,53.1609850,12.4793110,,,0,
9205619,,"Wittstock (Dosse), Bohnekampweg",,53.1520970,12.4841600,,,0,
9205620,,"Wittstock (Dosse), Dossepark",,53.1517630,12.4866670,,,0,
9205621,,"Wittstock (Dosse), Dosseteich",,53.1635740,12.4901350,,,0,
9205622,,"Wittstock (Dosse), Feuerwache",,53.1666020,12.4944910,,,0,
9205623,,"Wittstock (Dosse), Friedhof",,53.1728390,12.4877130,,,0,
9205624,,"Wittstock (Dosse), Gymnasium",,53.1674050,12.4848710,,,0,
9205625,,"Wittstock (Dosse), Jabeler Chaussee",,53.1643370,12.4564270,,,0,
9205626,,"Wittstock (Dosse), Käthe-Kollwitz-Str.",,53.1520170,12.4815880,,,0,
9205627,,"Wittstock (Dosse), Kettenstr. II",,53.1638950,12.4842480,,,0,
9205628,,"Wittstock (Dosse), Busbahnhof",,53.1613530,12.4772970,,,0,
9205629,,"Wittstock (Dosse), Kuhstr.",,53.1610690,12.4852480,,,0,
9205630,,"Wittstock (Dosse), Center",,53.1739090,12.4809960,,,0,
9205631,,"Wittstock (Dosse), Meyenburger Chaussee",,53.1698710,12.4839710,,,0,
9205633,,"Wittstock (Dosse), Papenbrucher Chaussee",,53.1570390,12.4796860,,,0,
9205634,,"Wittstock (Dosse), Perleberger Str.",,53.1591530,12.4745370,,,0,
9205635,,"Wittstock (Dosse), Polthierstr.",,53.1556260,12.4823310,,,0,
9205636,,"Wittstock (Dosse), Kyritzer Str.",,53.1586760,12.4814980,,,0,
9205637,,"Wittstock (Dosse), Rackstädter Weg",,53.1682880,12.5016130,,,0,
9205639,,"Wittstock (Dosse), Rheinsberger Str.",,53.1633690,12.4940350,,,0,
9205640,,"Wittstock (Dosse), Röbeler Str.",,53.1731910,12.4981560,,,0,
9205641,,"Wittstock (Dosse), Pritzwalker Str.",,53.1608010,12.4714300,,,0,
9205642,,"Wittstock (Dosse), Rote-Mühle-Siedlung",,53.1853970,12.4930470,,,0,
9205643,,"Wittstock (Dosse), Rote-Mühle-W.-Halle",,53.1708480,12.4868980,,,0,
9205644,,"Wittstock (Dosse), Schillerstr.",,53.1754340,12.4859030,,,0,
9205645,,"Wittstock (Dosse), Sankt-Marien-Str.",,53.1629350,12.4860160,,,0,
9205649,,"Wittstock (Dosse), Stadthalle",,53.1668970,12.4817700,,,0,
9205650,,"Wittstock (Dosse), Steinstr.",,53.1533870,12.4828140,,,0,
9205651,,"Wittstock (Dosse), Tannenkoppelweg",,53.1714100,12.5007820,,,0,
9205652,,"Wittstock (Dosse), Uetersener Str.",,53.1584750,12.4548550,,,0,
9205653,,"Wittstock (Dosse), Polthierschule",,53.1540980,12.4804450,,,0,
9205654,,"Wittstock (Dosse), Zootzener Damm",,53.1616310,12.5056620,,,0,
9205655,,Woltersdorf (OPR),,52.9677750,12.7176350,,,0,
9205656,,"Wittstock (Dosse), Kettenstr. I",,53.1641650,12.4863140,,,0,
9205657,,"Wulfersdorf (OPR), Ortsmitte",,53.2441590,12.4190040,,,0,
9205658,,"Wittstock (Dosse), Rathaus",,53.1633670,12.4858710,,,0,
9205659,,"Wulfersdorf (OPR), Dorfstr.",,53.2410230,12.4290840,,,0,
9205660,,Wulkow (bei Kyritz),,52.9902910,12.4857560,,,0,
9205661,,"Wulkow (bei Ruppin), Dorf",,52.9232530,12.9038300,,,0,
9205662,,"Wulkow (bei Ruppin), B167",,52.9266100,12.9067110,,,0,
9205663,,"Wusterhausen (Dosse), Bahnhof",,52.8881980,12.4570390,,,0,
9205664,,"Wusterhausen (Dosse), Bahnhofstr.",,52.8889300,12.4605970,,,0,
9205665,,"Wusterhausen (Dosse), Schule",,52.8950070,12.4601270,,,0,
9205666,,"Wusterhausen (Dosse), Seestr.",,52.9037640,12.4610960,,,0,
9205667,,"Wusterhausen (Dosse), Tankstelle",,52.8963630,12.4533210,,,0,
9205668,,"Wustrau, Ausbau",,52.8431510,12.8450390,,,0,
9205669,,"Wustrau, Hauptstr.",,52.8453740,12.8571050,,,0,
9205670,,"Wustrau, Schule",,52.8471690,12.8573630,,,0,
9205671,,Wuthenow,,52.9088850,12.8361970,,,0,
9205672,,Zaatzke,,53.1893820,12.4088950,,,0,
9205673,,"Wittstock (Dosse), Burgstr.",,53.1627430,12.4823810,,,0,
9205674,,"Zechlinerhütte, A.-Wegener-Haus",,53.1553490,12.8746020,,,0,
9205675,,"Zechlinerhütte, Zeltplatz",,53.1466610,12.8829150,,,0,
9205677,,"Zechow, Kirche",,53.0544740,12.9113930,,,0,
9205678,,Zempow,,53.2087600,12.7380780,,,0,
9205679,,Zermützel,,53.0067420,12.8327400,,,0,
9205680,,"Zernitz, Bahnhof",,52.8929070,12.3516690,,,0,
9205681,,"Zernitz, Dorf",,52.8819240,12.3698810,,,0,
9205682,,"Zernitz, Neubau",,52.8903680,12.3503410,,,0,
9205683,,Ziethenhorst,,52.8019510,12.8768310,,,0,
9205684,,Zootzen (OPR),,53.1394490,12.5887700,,,0,
9205685,,Zühlen,,53.0740600,12.8180590,,,0,
9205687,,"Barenthin, Abbau",,52.9321190,12.2665350,,,0,
9205688,,"Barenthin, Pflaumenweg",,52.9297950,12.2527500,,,0,
9205689,,"Barenthin, Dorf",,52.9233790,12.2351830,,,0,
9205690,,"Görike, Kirche",,52.9441850,12.2045330,,,0,
9205691,,"Barenthin, Kreuzung",,52.9218090,12.2339550,,,0,
9205692,,"Görike, Ausbau",,52.9407850,12.1956070,,,0,
9205693,,Buschhof,,53.2326230,12.7178820,,,0,
9205694,,"Neustadt (Dosse), Sandstück",,52.8635210,12.4235040,,,0,
9205695,,"Wallitz, Ausbau",,53.1257280,12.7793480,,,0,
9205697,,"Wittstock (Dosse), Waldringschule",,53.1726800,12.5021880,,,0,
9205698,,"Gottberg, Abzweig",,52.8934870,12.6886060,,,0,
9205699,,Albertinenhof,,52.8423200,12.8341590,,,0,
9205700,,Sudrowshof,,53.1800470,12.5002550,,,0,
9205702,,"Kränzlin, Trockenwerk",,52.9373290,12.7280180,,,0,
9205703,,"Schönberg (bei Neuruppin), Mitte",,52.9341530,12.9699440,,,0,
9205705,,"Wulkow (bei Ruppin), Parkstr.",,52.9263730,12.8977090,,,0,
9205708,,"Lentzke, Mühle",,52.8050970,12.7162110,,,0,
9205709,,Zippelsförde,,52.9932430,12.9007940,,,0,
9205712,,"Wittstock (Dosse), Prignitzer Str.",,53.1614580,12.4549320,,,0,
9205714,,"Schweinrich, Dranser Str.",,53.1780740,12.6250160,,,0,
9205715,,"Blandikow, Dorfstr.",,53.1168590,12.3790070,,,0,
9205716,,"Ernstenswille, Teetzer Str.",,53.0594110,12.5378740,,,0,
9205717,,"Tornow (OPR), Dorf",,52.9579170,12.5067020,,,0,
9205718,,"Walsleben, Brücke",,52.9447210,12.6739040,,,0,
9205719,,"Wahlendorf, Abzweig",,52.9541840,12.7062500,,,0,
9205721,,"Wusterhausen (Dosse), Zeltplatz",,52.9055350,12.4611150,,,0,
9205722,,"Ganzer, Ortsmitte",,52.8769840,12.5709310,,,0,
9205725,,"Schönberg (bei Neuruppin), Gaststätte",,52.9306640,12.9669210,,,0,
9205726,,"Neuruppin, Fehrbelliner Tor",,52.9146540,12.8076760,,,0,
9205727,,"Wildberg, Ausbau",,52.8769530,12.6202420,,,0,
9205729,,"Karwe (OPR), Lange Str.",,52.8592790,12.8702070,,,0,
9205730,,"Tarmow, Kirche",,52.7962290,12.8069310,,,0,
9205731,,"Alt Ruppin, Anna-Petrat-Str.",,52.9471810,12.8630150,,,0,
9205732,,"Alt Ruppin, Forststr.",,52.9470210,12.8541900,,,0,
9205733,,"Dranse, Seestr.",,53.1986400,12.6201670,,,0,
9205734,,"Gnewikow, Ausbau",,52.8972480,12.8400590,,,0,
9205735,,Griebsee,,53.2013500,12.6562120,,,0,
9205738,,"Neuruppin, W.-Rathenau-Str.",,52.9329230,12.8023500,,,0,
9205739,,"Rehfeld (OPR), Rehfelder Grund",,52.9457280,12.3451060,,,0,
9205743,,"Zernitz, Kita",,52.8761040,12.3718950,,,0,
9205744,,"Gnewikow, Am See",,52.8919270,12.8338050,,,0,
9205745,,"Kantow, Kreuzung",,52.9155160,12.6091540,,,0,
9205775,,"Dreetz, Kirche",,52.7996820,12.4599930,,,0,
9206400,,"Alt Ruppin, Siedlung",,52.9440440,12.8520480,,,0,
9206401,,"Neuruppin, Baumarkt",,52.9188200,12.7854970,,,0,
9206402,,"Neuruppin, Landgericht",,52.9194730,12.8047770,,,0,
9210000,,Albertsheim,,52.6540020,12.3380420,,,0,
9210001,,"Priort, Bahnhof",,52.5173060,12.9747120,,,0,
9210003,,"Wustermark, Bahnhof",,52.5514690,12.9443170,,,0,
9210005,,"Nauen, Bahnhof",,52.6123370,12.8849790,,,0,
9210006,,"Elstal, Bahnhof",,52.5473160,12.9990970,,,0,
9210007,,"Dallgow-Döberitz, Bahnhof",,52.5433750,13.0596350,,,0,
9210008,,"Kleinbuckow, B 188",,52.5820190,12.2394690,,,0,
9210009,,Parey,,52.6784160,12.2439150,,,0,
9210010,,"Falkensee, Bahnhof",,52.5599820,13.0893650,,,0,
9210011,,"Falkensee, Finkenkrug Bhf",,52.5691730,13.0518940,,,0,
9210012,,"Brieselang, Bahnhof/A.-Bebel-Str.",,52.5820370,13.0017460,,,0,
9210013,,"Altgarz, Ort",,52.7766780,12.3699050,,,0,
9210014,,"Altgarz, Landstr.",,52.7698100,12.3651500,,,0,
9210015,,"Semlin, Ausbau",,52.6506990,12.4001050,,,0,
9210016,,"Semlin, Dorfplatz",,52.6583150,12.3881160,,,0,
9210017,,"Semlin, Rosenkranz",,52.6548430,12.3944540,,,0,
9210018,,Rübehorst,,52.7920170,12.3273720,,,0,
9210019,,"Nennhausen, Schule",,52.6035560,12.4995860,,,0,
9210021,,"Bamme, Dorf",,52.5830600,12.4326390,,,0,
9210022,,"Bamme, Ringwall",,52.5883660,12.4191460,,,0,
9210023,,"Gräningen, Am Teich",,52.5795950,12.4740290,,,0,
